OpenTime,Position,Symbol,Type,Volume,OpenPrice,S / L,T / P,CloseTime,ClosePrice,Commission,Swap,Profit,Comment,_open_dt,_close_dt,_pnl,_strategy,_hold_minutes,CumPnL,Equity,Drawdown_pct
2025.12.17 08:09:32,1370039276,XAUUSD,buy,0.14,4 312.21,4 313.79,4 319.50,2025.12.17 08:21:09,4 313.68,- 0.98,0.0, 20.58,Inv_ATRtrail_pen,2025-12-17 08:09:32,2025-12-17 08:21:09,20.58,ATR-Trailing STRAT,11.616666666666667,20.58,9420.58,-0.0
2025.12.17 08:09:32,1370039290,XAUUSD,buy,0.14,4 312.21,4 315.86,4 319.50,2025.12.17 08:34:08,4 315.63,- 0.98,0.0, 47.88,Inv_Chandelier_p,2025-12-17 08:09:32,2025-12-17 08:34:08,47.88,Chandelier STRAT,24.6,68.46000000000001,9468.46,-0.0
2025.12.17 08:09:32,1370039671,XAUUSD,buy,0.14,4 311.45,4 313.79,4 319.23,2025.12.17 08:21:09,4 313.68,- 0.98,0.0, 31.22,Inv_ATRtrail_pen,2025-12-17 08:09:32,2025-12-17 08:21:09,31.22,ATR-Trailing STRAT,11.616666666666667,99.68,9499.68,-0.0
2025.12.17 08:09:32,1370039695,XAUUSD,buy,0.14,4 311.45,4 315.86,4 319.21,2025.12.17 08:34:08,4 315.63,- 0.98,0.0, 58.52,Inv_Chandelier_p,2025-12-17 08:09:32,2025-12-17 08:34:08,58.52,Chandelier STRAT,24.6,158.20000000000002,9558.2,-0.0
2025.12.17 13:17:27,1370413282,XAUUSD,sell,0.15,4 329.42,4 330.36,4 322.49,2025.12.17 13:19:39,4 330.67,- 1.06,0.0,- 18.75,Inv_ATRtrail_pen,2025-12-17 13:17:27,2025-12-17 13:19:39,-18.75,ATR-Trailing STRAT,2.2,139.45000000000002,9539.45,-0.19946808510638298
2025.12.17 13:41:11,1370461649,XAUUSD,sell,0.19,4 337.97,4 341.55,4 332.51,2025.12.17 13:58:10,4 341.59,- 1.34,0.0,- 68.78,Inv_Chandelier_p,2025-12-17 13:41:11,2025-12-17 13:58:10,-68.78,Chandelier STRAT,16.983333333333334,70.67000000000002,9470.67,-0.9311702127659645
2025.12.17 13:41:12,1370461641,XAUUSD,sell,0.19,4 337.93,4 338.69,4 332.60,2025.12.17 13:51:47,4 338.70,- 1.34,0.0,- 14.63,Inv_ATRtrail_pen,2025-12-17 13:41:12,2025-12-17 13:51:47,-14.63,ATR-Trailing STRAT,10.583333333333334,56.04000000000001,9456.04,-1.0868085106382963
2025.12.18 12:31:36,1372186692,XAUUSD,sell,0.21,4 320.10,4 320.22,4 315.22,2025.12.18 13:08:07,4 315.16,- 1.48,0.0, 103.74,Inv_ATRtrail_pen,2025-12-18 12:31:36,2025-12-18 13:08:07,103.74,ATR-Trailing STRAT,36.516666666666666,159.78,9559.78,-0.0
2025.12.18 12:31:42,1372186764,XAUUSD,sell,0.21,4 320.14,4 319.34,4 315.31,2025.12.18 13:08:06,4 315.33,- 1.48,0.0, 101.01,Inv_Chandelier_p,2025-12-18 12:31:42,2025-12-18 13:08:06,101.01,Chandelier STRAT,36.4,260.79,9660.79,-0.0
2025.12.18 14:45:54,1372589968,XAUUSD,sell,0.05,4 311.97,4 331.18,4 292.72,2025.12.18 15:00:51,4 331.22,- 0.36,0.0,- 96.25,Inv_Chandelier_p,2025-12-18 14:45:54,2025-12-18 15:00:51,-96.25,Chandelier STRAT,14.95,164.54000000000002,9564.54,-1.0239361702127658
2025.12.18 14:46:02,1372589942,XAUUSD,sell,0.05,4 312.34,4 331.39,4 292.93,2025.12.18 15:01:08,4 331.43,- 0.36,0.0,- 95.45,Inv_ATRtrail_pen,2025-12-18 14:46:02,2025-12-18 15:01:08,-95.45,ATR-Trailing STRAT,15.1,69.09000000000002,9469.09,-2.0393617021276675
2025.12.22 15:15:39,1376859662,XAUUSD,buy,0.12,4 412.84,4 418.41,4 421.29,2025.12.22 15:26:49,4 418.40,- 0.84,0.0, 66.72,Inv_Chandelier_p,2025-12-22 15:15:39,2025-12-22 15:26:49,66.72,Chandelier STRAT,11.166666666666666,135.81,9535.81,-1.3295744680851211
2025.12.22 16:06:52,1376993187,XAUUSD,sell,0.22,4 432.31,4 436.74,4 427.46,2025.12.22 16:08:58,4 436.92,- 1.54,0.0,- 101.42,Inv_ATRtrail_pen,2025-12-22 16:06:52,2025-12-22 16:08:58,-101.42,ATR-Trailing STRAT,2.1,34.39,9434.39,-2.408510638297888
2025.12.22 16:06:52,1376993205,XAUUSD,sell,0.22,4 432.31,4 436.76,4 427.48,2025.12.22 16:08:58,4 436.92,- 1.54,0.0,- 101.42,Inv_Chandelier_p,2025-12-22 16:06:52,2025-12-22 16:08:58,-101.42,Chandelier STRAT,2.1,-67.03,9332.97,-3.4874468085106547
2025.12.23 11:40:33,1378192414,XAUUSD,sell,0.44,4 487.46,4 489.70,4 485.20,2025.12.23 11:51:17,4 489.67,- 3.08,0.0,- 97.24,Inv_Chandelier_p,2025-12-23 11:40:33,2025-12-23 11:51:17,-97.24,Chandelier STRAT,10.733333333333333,-164.26999999999998,9235.73,-4.521914893617035
2025.12.23 11:40:33,1378192403,XAUUSD,sell,0.44,4 487.46,4 489.68,4 485.18,2025.12.23 11:51:17,4 489.67,- 3.08,0.0,- 97.24,Inv_ATRtrail_pen,2025-12-23 11:40:33,2025-12-23 11:51:17,-97.24,ATR-Trailing STRAT,10.733333333333333,-261.51,9138.49,-5.556382978723416
2025.12.23 19:01:05,1379113014,XAUUSD,sell,0.18,4 486.30,4 491.73,4 480.85,2025.12.23 19:03:14,4 492.25,- 1.26,0.0,- 107.10,Inv_Chandelier_p,2025-12-23 19:01:05,2025-12-23 19:03:14,-107.1,Chandelier STRAT,2.15,-368.61,9031.39,-6.695744680851079
2025.12.23 19:01:07,1379112166,XAUUSD,sell,0.17,4 486.62,4 492.38,4 480.84,2025.12.23 19:03:16,4 492.36,- 1.20,0.0,- 97.58,Inv_ATRtrail_pen,2025-12-23 19:01:07,2025-12-23 19:03:16,-97.58,ATR-Trailing STRAT,2.15,-466.19,8933.81,-7.733829787234058
2025.12.24 17:02:41,1380759880,XAUUSD,sell,0.17,4 478.49,4 484.05,4 472.73,2025.12.24 17:08:01,4 484.26,- 1.20,0.0,- 98.09,Inv_ATRtrail_pen,2025-12-24 17:02:41,2025-12-24 17:08:01,-98.09,ATR-Trailing STRAT,5.333333333333333,-564.28,8835.72,-8.77734042553193
2025.12.26 01:09:06,1381439207,XAUUSD,sell,0.06,4 523.31,4 515.90,4 507.31,2025.12.26 01:21:52,4 515.67,- 0.42,0.0, 45.84,Inv_ATRtrail_pen,2025-12-26 01:09:06,2025-12-26 01:21:52,45.84,ATR-Trailing STRAT,12.766666666666667,-518.4399999999999,8881.56,-8.289680851063846
2025.12.29 00:28:12,1383660283,XAUUSD,buy,0.13,4 483.78,4 478.16,4 493.12,2025.12.29 00:30:14,4 477.08,- 0.92,0.0,- 87.10,Inv_ATRtrail_pen,2025-12-29 00:28:12,2025-12-29 00:30:14,-87.1,ATR-Trailing STRAT,2.033333333333333,-605.54,8794.46,-9.216276595744699
