OpenTime,Position,Symbol,Type,Volume,OpenPrice,S / L,T / P,CloseTime,ClosePrice,Commission,Swap,Profit,Comment,_open_dt,_close_dt,_pnl,_strategy,_hold_minutes,CumPnL,Equity,Drawdown_pct
2026.01.15 13:36:52,1411152372,XAUUSD,buy,0.09,4 592.71,4 589.86,4 603.73,2026.01.15 13:41:45,4 589.66,-0.64,0,-27.45,Inv_ATRtrail_pen,2026-01-15 13:36:52,2026-01-15 13:41:45,-27.45,ATR-Trailing STRAT,4.883333333333334,9.109999999999975,10009.11,-8.926599999999999
2026.01.15 16:17:38,1411585705,XAUUSD,sell,0.12,4 623.68,4 631.04,4 616.00,2026.01.15 16:25:03,4 616.06,-0.84,0,91.44,Inv_Chandelier_p,2026-01-15 16:17:38,2026-01-15 16:25:03,91.44,Chandelier STRAT,7.416666666666667,100.54999999999997,10100.55,-8.01220000000001
2026.01.16 13:25:03,1413110858,XAUUSD,buy,0.08,4 588.79,4 597.87,4 600.07,2026.01.16 13:36:14,4 597.84,-0.56,0,72.4,Inv_Chandelier_p,2026-01-16 13:25:03,2026-01-16 13:36:14,72.4,Chandelier STRAT,11.183333333333334,172.95,10172.95,-7.288199999999997
2026.01.16 13:37:33,1413149284,XAUUSD,buy,0.11,4 595.13,4 598.54,4 603.43,2026.01.16 13:52:38,4 598.45,-0.78,0,36.52,Inv_Chandelier_p,2026-01-16 13:37:33,2026-01-16 13:52:38,36.52,Chandelier STRAT,15.083333333333334,209.47,10209.47,-6.923000000000011
2026.01.16 13:38:59,1413149274,XAUUSD,buy,0.11,4 593.99,4 597.22,4 602.48,2026.01.16 13:50:48,4 602.70,-0.78,0,95.81,Inv_ATRtrail_pen,2026-01-16 13:38:59,2026-01-16 13:50:48,95.81,ATR-Trailing STRAT,11.816666666666666,305.28,10305.28,-5.964899999999998
2026.01.16 15:26:27,1413451094,XAUUSD,sell,0.05,4 584.54,4 580.41,4 564.57,2026.01.16 15:30:01,4 565.18,-0.36,0,96.8,Inv_Chandelier_p,2026-01-16 15:26:27,2026-01-16 15:30:01,96.8,Chandelier STRAT,3.566666666666667,402.08,10402.08,-4.996900000000005
2026.01.16 15:29:27,1413470488,XAUUSD,sell,0.04,4 569.28,4 566.12,4 547.02,2026.01.16 15:33:40,4 546.83,-0.28,0,89.8,Inv_Chandelier_p,2026-01-16 15:29:27,2026-01-16 15:33:40,89.8,Chandelier STRAT,4.216666666666667,491.88,10491.88,-4.098900000000012
2026.01.16 15:30:03,1413472136,XAUUSD,sell,0.04,4 570.35,4 566.76,4 547.90,2026.01.16 15:33:40,4 547.32,-0.28,0,92.12,Inv_ATRtrail_pen,2026-01-16 15:30:03,2026-01-16 15:33:40,92.12,ATR-Trailing STRAT,3.6166666666666667,584.0,10584.0,-3.177700000000004
2026.01.16 17:21:59,1413783815,XAUUSD,buy,0.1,4 579.21,4 585.88,4 588.76,2026.01.16 17:23:45,4 585.86,-0.7,0,66.5,Inv_Chandelier_p,2026-01-16 17:21:59,2026-01-16 17:23:45,66.5,Chandelier STRAT,1.7666666666666666,650.5,10650.5,-2.5127000000000046
2026.01.16 17:30:18,1413800974,XAUUSD,buy,0.12,4 577.41,4 569.26,4 585.34,2026.01.16 17:37:16,4 585.54,-0.84,0,97.56,Inv_Chandelier_p,2026-01-16 17:30:18,2026-01-16 17:37:16,97.56,Chandelier STRAT,6.966666666666667,748.06,10748.06,-1.5371000000000095
2026.01.18 23:37:35,1414657243,XAUUSD,sell,0.06,4 679.37,4 667.04,4 663.71,2026.01.18 23:48:17,4 667.15,-0.42,0,73.32,Inv_Chandelier_p,2026-01-18 23:37:35,2026-01-18 23:48:17,73.32,Chandelier STRAT,10.7,821.3799999999999,10821.38,-0.8039000000000124
2026.01.18 23:38:11,1414657222,XAUUSD,sell,0.07,4 680.05,4 675.59,4 664.72,2026.01.18 23:40:50,4 664.64,-0.5,0,107.87,Inv_ATRtrail_pen,2026-01-18 23:38:11,2026-01-18 23:40:50,107.87,ATR-Trailing STRAT,2.65,929.2499999999999,10929.25,-0.0
2026.01.19 13:34:18,1415821846,XAUUSD,buy,0.24,4 671.17,4 666.89,4 675.33,2026.01.19 13:42:32,4 666.81,-1.68,0,-104.64,Inv_Chandelier_p,2026-01-19 13:34:18,2026-01-19 13:42:32,-104.64,Chandelier STRAT,8.233333333333333,824.6099999999999,10824.61,-1.0463999999999942
2026.01.19 14:15:05,1415888053,XAUUSD,sell,0.33,4 664.75,4 664.03,4 662.16,2026.01.19 14:16:32,4 664.10,-2.32,0,21.45,Inv_Chandelier_p,2026-01-19 14:15:05,2026-01-19 14:16:32,21.45,Chandelier STRAT,1.45,846.06,10846.06,-0.8319000000000051
2026.01.20 05:04:00,1416742438,XAUUSD,buy,0.19,4 695.31,4 696.82,4 700.88,2026.01.20 05:07:11,4 700.86,-1.34,0,105.45,Inv_Chandelier_p,2026-01-20 05:04:00,2026-01-20 05:07:11,105.45,Chandelier STRAT,3.183333333333333,951.51,10951.51,-0.0
2026.01.20 14:09:08,1417705362,XAUUSD,buy,0.39,4 733.60,4 731.04,4 736.38,2026.01.20 14:09:39,4 736.60,-2.74,0,117.0,Inv_Chandelier_p,2026-01-20 14:09:08,2026-01-20 14:09:39,117.0,Chandelier STRAT,0.5166666666666667,1068.51,11068.51,-0.0
2026.01.21 01:20:10,1418950678,XAUUSD,sell,0.08,4 813.52,4 826.11,4 801.17,2026.01.21 01:29:38,4 826.38,-0.56,0,-102.88,Inv_Chandelier_p,2026-01-21 01:20:10,2026-01-21 01:29:38,-102.88,Chandelier STRAT,9.466666666666667,965.63,10965.63,-1.0288000000000102
2026.01.21 01:20:15,1418950669,XAUUSD,sell,0.08,4 815.79,4 816.93,4 802.19,2026.01.21 01:24:49,4 817.64,-0.56,0,-14.8,Inv_ATRtrail_pen,2026-01-21 01:20:15,2026-01-21 01:24:49,-14.8,ATR-Trailing STRAT,4.566666666666666,950.83,10950.83,-1.1768000000000027
2026.01.21 01:30:32,1418974996,XAUUSD,sell,0.09,4 829.58,4 841.21,4 818.27,2026.01.21 01:34:27,4 818.26,-0.64,0,101.88,Inv_Chandelier_p,2026-01-21 01:30:32,2026-01-21 01:34:27,101.88,Chandelier STRAT,3.9166666666666665,1052.71,11052.71,-0.1580000000000109
2026.01.21 01:30:34,1418974840,XAUUSD,sell,0.09,4 830.76,4 830.25,4 819.08,2026.01.21 01:34:25,4 818.54,-0.64,0,109.98,Inv_ATRtrail_pen,2026-01-21 01:30:34,2026-01-21 01:34:25,109.98,ATR-Trailing STRAT,3.85,1162.69,11162.69,-0.0
2026.01.21 06:27:24,1419403542,XAUUSD,sell,0.12,4 886.24,4 894.10,4 876.18,2026.01.21 06:37:46,4 875.54,-0.84,0,128.4,Inv_Chandelier_p,2026-01-21 06:27:24,2026-01-21 06:37:46,128.4,Chandelier STRAT,10.366666666666667,1291.0900000000001,11291.09,-0.0
2026.01.21 06:27:24,1419403525,XAUUSD,sell,0.09,4 886.24,4 886.60,4 874.31,2026.01.21 06:31:56,4 886.65,-0.64,0,-3.69,Inv_ATRtrail_pen,2026-01-21 06:27:24,2026-01-21 06:31:56,-3.69,ATR-Trailing STRAT,4.533333333333333,1287.4,11287.4,-0.036900000000005095
2026.01.21 06:31:31,1419414560,XAUUSD,sell,0.13,4 884.82,4 892.87,4 876.77,2026.01.21 06:36:32,4 877.19,-0.92,0,99.19,Inv_Chandelier_p,2026-01-21 06:31:31,2026-01-21 06:36:32,99.19,Chandelier STRAT,5.016666666666667,1386.5900000000001,11386.59,-0.0
2026.01.21 06:31:49,1419414554,XAUUSD,sell,0.13,4 885.97,4 884.89,4 877.78,2026.01.21 06:36:29,4 877.26,-0.92,0,113.23,Inv_ATRtrail_pen,2026-01-21 06:31:49,2026-01-21 06:36:29,113.23,ATR-Trailing STRAT,4.666666666666667,1499.8200000000002,11499.82,-0.0
2026.01.21 06:59:22,1419473559,XAUUSD,buy,0.06,4 847.53,4 854.62,4 865.78,2026.01.21 07:57:51,4 854.60,-0.42,0,42.42,Inv_Chandelier_p,2026-01-21 06:59:22,2026-01-21 07:57:51,42.42,Chandelier STRAT,58.483333333333334,1542.2400000000002,11542.24,-0.0
